Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	250
S100_R1	30.17185242497691	30.18288186576768	30.499498661782237	30.655071411089445	30.081524699789203	33.2609248308477	33.36075824444778	32.82378948531908	33.618682941078944	35.22005826576452	35.984374037785905	35.219039799148916	36.47492124647681	34.83634741554228	35.40847069630575	35.70124760467129	36.466407516396146	34.96585569586227	37.19762831816343	35.468857550813276	35.718172325678495	36.12657135232009	36.345741893547554	34.36452095686648	33.91428514091082	34.855567581321374	34.91394176679737	34.449704106605864	34.42205007823586	35.17011456283018	33.038119670183804	33.83022865573315	33.228684894007664	31.548366508113503	33.27889745291466	31.892309458695223	32.26183441835205	32.04381660554016	31.971783844647728	31.0723883097969	31.787542839452147	31.19890690457288	30.68513487611164	31.031404278353676	29.756899858013707	30.429592082058782	30.541963075767065	29.934224292869118	29.428019828571006	30.452897941338893	29.685541724963663	29.509482209454625	28.527991206245428	31.536325439920564	30.81122944571063	29.157076285432346	28.33874204884221	25.791716136143794
S100_R2	25.049241676601323	26.50184350352516	26.87791822265733	26.849298521249636	26.673364334720237	30.08055360371385	30.285478560882986	30.570428150733058	28.488121837029553	31.384820899882367	30.600146848674807	32.99382446056797	32.5167336433472	32.1254435066832	30.307492773074365	32.143048485718886	31.938147432121013	32.980641409442875	32.18789704035284	32.17351062908581	32.65501468976666	29.07457117266428	31.133063233699584	32.2606718283666	28.608568380727007	30.54591977786752	31.55683540693252	33.02247620136744	31.676855985098218	32.21813571047349	32.05974169782799	31.8720814410103	31.231552326799054	27.923192944744823	28.26430941633846	30.591277002464956	32.239993344381965	31.613351272123815	31.286227207494004	27.15739353390988	27.151418515081154	28.611936526278733	28.055539190833457	27.60712730644725	27.929184033720826	22.97513467182835	24.90673144043689	26.337928419847675	28.319548041780685	25.365311692915498	25.34679560843166	23.492615636218183	23.85410561325729	23.58742528469484	26.06914934758917	25.34757174942908	21.094917822413628	21.622740603131653
S101_R1	29.732813682658982	30.217987703666324	30.396463808145324	30.456106338056223	29.86333275791095	32.45228863186689	33.17001075597222	33.21071082369501	33.68662275751258	34.801651904869395	35.67888908069635	34.967829019878636	35.95917776567916	33.74005072569615	34.45807314199038	35.18591192564662	36.294555141645574	34.74487948952184	37.073886205154665	34.90721321049682	35.54786735988366	35.299092993919665	36.07212088375802	35.24801799098127	34.892694117188555	34.78436175509133	34.75435258591525	33.87409883685777	34.54942562138397	35.47008322736478	34.51313203857248	34.946826251295064	34.279841737655936	32.17461919508791	34.43439996316023	33.77803657354	33.61045138366349	32.66799723593589	31.96104300872978	32.064248643783074	32.05978953541257	32.379800181137924	32.07349172402435	32.02324884869439	31.075407549929356	32.09950132321576	32.07723075436538	31.22170027493604	29.953167051388505	30.870676331192733	30.218992763793516	29.47369697152011	30.46087176753998	31.39187825450435	29.776470143397137	30.1657698899474	29.603192871404058	27.117393894929364
S101_R2	28.606470846003692	29.146626475626437	29.153458509833083	29.130605388609293	29.22790710026956	30.53149773593424	29.682612506141528	30.369281740077284	32.91935012681424	34.28882441207325	33.94985990678157	35.5242938903422	36.29672142031949	35.79521292841302	35.585397330508236	35.158643110220325	36.16038473464512	36.13612051419629	36.02550379348048	36.07923950201832	35.47865916722134	35.561945919753626	35.69767195037459	36.50709887338796	35.64855439141468	35.21557417207487	36.03119854497494	35.91810729008766	35.7644071313393	35.789034871531534	36.548192692064866	36.06498350376089	35.52080227910996	35.00435316743996	35.79726018300953	34.81429102608844	35.681284773596545	34.208377444136026	35.199942870569124	34.1169769443411	34.389989432241165	34.776482826388055	33.17482995627629	33.96659919250463	33.63238197264057	32.10857861338637	33.25201817965278	33.59810484504059	33.408315447060176	31.75637974638304	31.86976395615478	31.44358215344605	30.701708466043677	30.06130416915692	32.51035205704381	30.460290980498268	28.995010371653944	29.033382042304147
S102_R1	30.889195486877608	31.145334259940586	31.26951325865969	31.346469353827704	30.8955863516202	33.88728095277028	34.71612432889107	34.29725015670564	34.69765350339302	35.87317063200065	36.611688877987625	36.29925735153844	37.144428092551706	36.00307824380671	36.75739787336765	37.053872798022724	37.89893038492424	36.59149030283892	38.21256325760926	37.20904813392113	37.35544640156728	36.70375961613166	37.19561970870477	36.260328774183904	36.83193350785293	36.12530920280532	36.86948829769856	36.505154359745426	36.383531887378645	37.41192650034271	36.13109385066218	36.153922370046004	36.0901421394881	35.33440625499346	36.026148172807964	35.40591419958004	35.32389894403598	35.12638784468778	34.470701599985006	34.496875753790086	35.01794910230002	34.949306330774355	34.46811096248806	34.44446060243104	34.665088023457365	34.23442287235867	34.23649155692398	33.74598553107578	33.80177568358572	33.875247439182765	33.2761048517237	33.185353701432554	33.40552884132406	33.94369930897625	33.16019551933861	33.91672574457915	32.97986569479053	30.879088410472555
S102_R2	28.47375521216581	29.112051344943175	29.310590575859155	29.41413893658191	29.482517101354482	31.720648352546807	32.041336222167715	32.05447224266209	33.11051835499959	34.604598969830754	34.80931512822609	35.92689477557027	36.40724252582237	35.92595317908048	36.262736814886644	35.90628292454168	36.78138699469058	36.55397728865293	36.805761625006014	36.582562165008156	36.22115848602475	36.5074721160953	36.18494465962475	36.995541851577045	36.26172766006282	36.13469116318075	36.65631361330608	36.68263226228637	36.776491060295996	36.49605972159632	36.99379993233771	36.84178023401932	36.3874817752458	35.79712952832115	36.48262796328927	35.34824418001297	36.51146001357097	35.191829752208264	36.24448601567151	35.09713194915379	35.158346469918946	35.857901451640316	34.366505890052906	34.75217689887679	34.344175491909866	33.46446605796774	33.9906930178994	34.3769177346281	34.36448613492345	32.85895709221857	33.27333922890442	32.72913727016014	32.67643673348814	31.72877866434227	33.53007341740507	31.908184647304143	30.702416289492227	29.367181748038902
S103_R1	31.10783794410284	31.373611581350136	31.527203176024727	31.607398346457554	31.11904085800723	34.257063596946296	35.13482541693516	34.695539039547405	35.10186651521936	36.28743842902546	37.05518124529003	36.72622677777656	37.52961959786372	36.103568113061236	36.46617479047702	36.93313910609245	37.87816739471642	36.72149339530121	38.3368477712937	37.13810893371411	37.365529747610935	36.77813325042008	37.61164130675031	35.84599121524805	36.95347466677611	36.41681869059742	37.02024560949238	36.48697642036317	36.261791960716664	37.525660361540744	35.90617018355128	36.39759364635718	36.08730353174279	35.17618685167092	36.18067705816806	35.74590739991864	35.72510993646808	35.08681148594506	34.38263243811915	34.634032249990014	35.218101560905055	34.7984594966522	34.456498384291365	34.518944831413094	34.665858230603114	34.49732542812127	34.562219797909584	33.480272019555265	33.87802046051413	33.86547065297636	33.20449102688914	33.021172024565665	33.54527516543735	34.2177119860953	33.17138991372968	33.84778454242615	33.422570259559905	30.8469076557405
S103_R2	28.374430707397256	28.87008660892738	28.880798047203502	28.829649086401414	28.973195465318202	30.976179814549862	30.408866766418015	31.14941132141414	33.32131311366193	34.4852486320595	34.52521324581427	35.89226253535894	36.75955647054969	36.40464717510731	36.09292978099048	35.04774336950061	36.469402066827165	35.934855257015386	36.395546541035884	36.38761097783291	35.63914063460642	36.00886206844673	35.77326312185012	36.70506067840806	35.92889908321313	35.419987473961	36.2712854213087	36.12221053214671	36.49342344461312	36.13044405545546	36.94131401414619	36.50051983264081	35.83124076275238	34.49464499314023	36.13697122793664	34.66982727073487	35.81463330686085	34.58533514864905	36.10621778100584	34.46666301566013	34.6172930394081	35.1455142947355	33.67774287567566	34.307178738122204	33.67825531041389	32.95633472285641	33.05416272381374	33.760082832769626	33.87306566400533	32.446302340086504	32.987489538583716	32.09832330484782	31.924044766126748	30.872723531561356	33.38100259759449	31.287443726828307	30.54862614406528	29.32796497759871
S104_R1	31.05365622451653	31.21330895752191	31.321127763990333	31.37831671480006	30.99944359560882	34.01229683143891	34.57516905567282	34.446892820028204	34.81902431987659	35.96125717953021	36.675715156278976	36.28551729416718	37.15592511797834	35.885290022108975	37.113111679016455	37.130721176687004	37.30590140343814	37.12374673472624	38.098594443576985	37.26990257163211	37.40124100646912	36.53424565982263	37.291787712361206	35.137927218009295	37.045838628475146	36.29496561201325	36.881640945748444	36.35598226620946	35.73161569831345	36.998473072358266	35.38685643728947	35.10071558642626	36.24121380043948	34.96492127107484	36.120776924797404	35.539438176075535	35.36804839574911	34.681196656786796	34.53352514251971	33.65777381012356	34.80900875996288	34.57559683895889	34.653007631645885	34.121085099574174	34.25168879982661	33.51238299270936	33.14829143608444	33.35887330909834	33.093412900842566	33.34339358645068	32.566884994656455	32.922628096947555	32.483303703092886	33.96351230304245	31.918194540623215	32.54505184673944	31.7838332097638	30.739834324586994
