S125_R1	5521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	33.0	96.0	226.0	490.0	990.0	1790.0	2416.0	2897.0	3793.0	5044.0	6375.0	7174.0	7192.0	6794.0	6020.0	5860.0	7316.0	12110.0	23423.0	354.0
S125_R2	7376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	249.0	834.0	1438.0	1192.0	769.0	603.0	562.0	575.0	537.0	607.0	627.0	704.0	963.0	1213.0	1569.0	1982.0	2578.0	3227.0	4361.0	5908.0	9348.0	16864.0	38423.0	3393.0
S126_R1	7378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	42.0	133.0	296.0	565.0	1257.0	2543.0	3666.0	4120.0	4739.0	6141.0	7544.0	9206.0	11665.0	14618.0	19070.0	25606.0	37776.0	71528.0	150259.0	2705.0
S126_R2	8069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	43.0	414.0	1549.0	2934.0	2789.0	2263.0	2246.0	2388.0	2746.0	3316.0	3680.0	4460.0	6008.0	8683.0	11458.0	14598.0	17529.0	20899.0	24961.0	31480.0	41215.0	56565.0	72074.0	38241.0	257.0
S127_R1	3876.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	51.0	170.0	466.0	1078.0	2418.0	5154.0	7127.0	8197.0	9752.0	11749.0	14750.0	17485.0	21927.0	27076.0	34352.0	45958.0	66896.0	112510.0	144135.0	1356.0
S127_R2	4452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	196.0	1067.0	3494.0	3951.0	2587.0	2080.0	1959.0	2144.0	2260.0	2572.0	3190.0	4123.0	6259.0	8862.0	11901.0	15230.0	19685.0	25411.0	33019.0	45813.0	69965.0	123708.0	139997.0	2562.0
S128_R1	6487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	5.0	19.0	21.0	48.0	66.0	141.0	312.0	612.0	914.0	1029.0	1175.0	1505.0	1857.0	2437.0	3170.0	4215.0	5685.0	7592.0	10825.0	16483.0	30740.0	114333.0	923.0
S128_R2	7163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	23.0	158.0	697.0	1749.0	1684.0	1216.0	933.0	938.0	939.0	1038.0	1072.0	1266.0	1525.0	2040.0	2864.0	3889.0	5237.0	6930.0	8892.0	11894.0	15775.0	23687.0	41428.0	65545.0	2016.0
S129_R1	6996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	29.0	79.0	159.0	321.0	512.0	667.0	598.0	755.0	925.0	1185.0	1568.0	2002.0	2707.0	3566.0	4970.0	7464.0	13805.0	41244.0	984.0
S129_R2	7401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	86.0	326.0	673.0	686.0	453.0	520.0	516.0	582.0	665.0	714.0	816.0	927.0	1078.0	1506.0	2044.0	2634.0	3317.0	4221.0	5478.0	7341.0	10421.0	16040.0	21389.0	701.0
S130_R1	2739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	24.0	91.0	236.0	465.0	951.0	1985.0	3002.0	3585.0	4292.0	5540.0	7283.0	9207.0	11889.0	15017.0	19300.0	26453.0	40061.0	74294.0	158229.0	2480.0
S130_R2	2897.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	232.0	1240.0	2876.0	2854.0	1865.0	1590.0	1531.0	1687.0	1991.0	2344.0	2707.0	3427.0	4398.0	6286.0	8476.0	10771.0	13528.0	17109.0	22602.0	30956.0	46441.0	79630.0	116384.0	3295.0
S131_R1	7054.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	5.0	7.0	13.0	30.0	52.0	90.0	169.0	307.0	556.0	922.0	1265.0	1413.0	1724.0	2076.0	2845.0	3720.0	4875.0	6125.0	8046.0	11071.0	16787.0	30958.0	114557.0	2941.0
S131_R2	7474.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	22.0	165.0	680.0	1738.0	1973.0	1348.0	1316.0	1385.0	1610.0	1868.0	2159.0	2548.0	2869.0	3396.0	4745.0	6227.0	7780.0	9297.0	11546.0	14932.0	19811.0	28289.0	43703.0	40264.0	464.0
S132_R1	10686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	49.0	131.0	320.0	606.0	1252.0	1903.0	2147.0	2120.0	2640.0	3452.0	4256.0	5414.0	6620.0	8094.0	10331.0	13208.0	17556.0	23226.0	19030.0	346.0
S132_R2	12423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	150.0	613.0	1082.0	896.0	638.0	553.0	562.0	704.0	681.0	585.0	723.0	984.0	1449.0	2126.0	2993.0	4157.0	5747.0	8335.0	12494.0	18028.0	24336.0	24292.0	8747.0	73.0
S133_R1	6078.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	55.0	129.0	279.0	483.0	978.0	1496.0	1549.0	1984.0	2683.0	3723.0	4728.0	5870.0	7138.0	9326.0	12649.0	19253.0	36039.0	128647.0	1383.0
S133_R2	6504.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	166.0	650.0	1416.0	1353.0	940.0	779.0	724.0	888.0	1146.0	1330.0	1471.0	1630.0	1763.0	2224.0	2851.0	3898.0	5156.0	6927.0	9355.0	13255.0	20359.0	36985.0	103689.0	19009.0
S134_R1	17616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	6.0	22.0	65.0	186.0	320.0	728.0	1337.0	1691.0	822.0	822.0	961.0	1283.0	1607.0	2037.0	2662.0	3663.0	5273.0	8109.0	17505.0	73274.0	1955.0
S134_R2	19051.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	303.0	933.0	1532.0	1180.0	840.0	818.0	854.0	972.0	1010.0	909.0	874.0	984.0	1283.0	1841.0	2476.0	3321.0	4517.0	6129.0	8831.0	13400.0	20992.0	31330.0	17502.0	40.0
S135_R1	2145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	21.0	93.0	189.0	386.0	821.0	1773.0	2635.0	3125.0	3660.0	4817.0	6338.0	8019.0	10033.0	12435.0	16392.0	22188.0	32797.0	54275.0	108373.0	12649.0
S135_R2	2347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	192.0	850.0	2609.0	3129.0	1954.0	1490.0	1273.0	1284.0	1251.0	1332.0	1623.0	2039.0	2762.0	3913.0	5405.0	7019.0	9088.0	11428.0	14772.0	20182.0	29676.0	51797.0	110101.0	15636.0
S136_R1	1531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	23.0	59.0	127.0	272.0	489.0	874.0	1029.0	1241.0	1660.0	2194.0	2839.0	3571.0	4655.0	5970.0	8097.0	11218.0	16926.0	28050.0	38972.0	66.0
S136_R2	1967.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	154.0	584.0	973.0	729.0	537.0	481.0	516.0	528.0	657.0	783.0	757.0	874.0	1074.0	1647.0	2384.0	3300.0	4675.0	6849.0	10238.0	16008.0	25334.0	34296.0	14496.0	20.0
S138_R1	5437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	18.0	61.0	120.0	218.0	440.0	736.0	814.0	876.0	1092.0	1393.0	1825.0	2287.0	3080.0	3979.0	5487.0	7791.0	12575.0	23965.0	37811.0	478.0
S138_R2	5907.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	111.0	517.0	996.0	839.0	595.0	505.0	545.0	559.0	650.0	751.0	941.0	1274.0	1890.0	2640.0	3488.0	4690.0	6211.0	8609.0	11750.0	16181.0	19690.0	16067.0	5048.0	29.0
S139_R1	4095.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	30.0	65.0	209.0	456.0	943.0	1853.0	2410.0	2844.0	3615.0	4723.0	6228.0	8251.0	10687.0	13534.0	17292.0	23771.0	35005.0	65174.0	150147.0	10073.0
S139_R2	4570.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	168.0	893.0	2645.0	3678.0	2645.0	1840.0	1522.0	1484.0	1537.0	1727.0	2076.0	2785.0	4001.0	5528.0	7411.0	9599.0	12022.0	15283.0	19964.0	27211.0	40559.0	72013.0	110310.0	9921.0
S13_R1	874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	17.0	47.0	104.0	195.0	401.0	895.0	1525.0	1725.0	2143.0	2545.0	3212.0	4028.0	5298.0	6948.0	9371.0	13312.0	21500.0	45637.0	110614.0	16031.0
S13_R2	921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	303.0	1191.0	2387.0	1755.0	1184.0	988.0	931.0	1000.0	1078.0	1211.0	1413.0	1988.0	2910.0	4350.0	6064.0	7929.0	10462.0	14200.0	20200.0	29656.0	45791.0	60976.0	27419.0	103.0
S140_R1	4748.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	10.0	19.0	53.0	87.0	184.0	350.0	327.0	191.0	210.0	246.0	359.0	406.0	536.0	617.0	861.0	1173.0	1790.0	3596.0	16859.0	454.0
S140_R2	5102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	71.0	147.0	236.0	192.0	222.0	245.0	264.0	340.0	387.0	341.0	338.0	346.0	403.0	468.0	574.0	736.0	969.0	1316.0	1766.0	2604.0	3960.0	6826.0	5164.0	49.0
S141_R1	5019.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	4.0	31.0	66.0	143.0	280.0	592.0	1001.0	1278.0	1418.0	1758.0	2240.0	2894.0	3945.0	4881.0	6561.0	8461.0	12231.0	19462.0	37300.0	50042.0	2054.0
S141_R2	5435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	222.0	842.0	1333.0	1104.0	911.0	754.0	847.0	877.0	1072.0	1389.0	1762.0	2627.0	3896.0	5132.0	7103.0	8915.0	11724.0	15139.0	19780.0	24301.0	24968.0	17211.0	4276.0	21.0
S142_R1	1347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	28.0	52.0	118.0	180.0	336.0	426.0	428.0	556.0	762.0	941.0	1113.0	1470.0	1853.0	2530.0	3532.0	5352.0	9596.0	15129.0	162.0
S142_R2	1550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	100.0	282.0	521.0	419.0	281.0	265.0	254.0	339.0	388.0	369.0	411.0	475.0	585.0	766.0	1063.0	1425.0	1993.0	2810.0	3957.0	6045.0	8624.0	9872.0	3117.0	4.0
S144_R1	4354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	30.0	137.0	253.0	640.0	1309.0	2622.0	3402.0	3912.0	4699.0	5994.0	7504.0	9617.0	12164.0	15294.0	19601.0	26713.0	40374.0	74482.0	130753.0	8576.0
S144_R2	4978.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	215.0	1173.0	3088.0	3272.0	2151.0	1704.0	1556.0	1545.0	1582.0	1848.0	2288.0	3059.0	4373.0	6270.0	8341.0	10902.0	13423.0	17145.0	22138.0	30350.0	45125.0	75445.0	104276.0	6178.0
S145_R1	3039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	8.0	44.0	82.0	192.0	421.0	784.0	1358.0	1590.0	1818.0	2303.0	2921.0	3611.0	4633.0	5729.0	6797.0	8456.0	10660.0	13789.0	18986.0	19072.0	132.0
S145_R2	3903.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	198.0	550.0	858.0	629.0	429.0	394.0	375.0	462.0	480.0	466.0	509.0	621.0	822.0	1189.0	1588.0	2360.0	3405.0	4942.0	7658.0	12156.0	18853.0	27928.0	15574.0	57.0
S14_R1	2247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	14.0	32.0	75.0	157.0	245.0	462.0	744.0	835.0	1017.0	1352.0	1872.0	2408.0	2924.0	3717.0	5103.0	7311.0	12237.0	25284.0	144636.0	2341.0
S14_R2	2438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	37.0	375.0	1062.0	1319.0	959.0	867.0	828.0	1007.0	1508.0	2122.0	2656.0	2398.0	1946.0	1916.0	2276.0	2850.0	3930.0	5522.0	7614.0	11092.0	16994.0	28609.0	53982.0	60040.0	669.0
S15_R1	2453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	16.0	48.0	100.0	210.0	372.0	843.0	1255.0	1670.0	2066.0	2582.0	3285.0	4089.0	5105.0	6311.0	8498.0	11816.0	18183.0	34849.0	101258.0	2180.0
