	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV3234	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV3235	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV3236	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV3237	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	gingivalis
ASV3238	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	NA
ASV3239	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	NA
ASV3240	Bacteria	NA	NA	NA	NA	NA	NA
ASV3241	Bacteria	NA	NA	NA	NA	NA	NA
ASV3242	Bacteria	NA	NA	NA	NA	NA	NA
ASV3243	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3244	Bacteria	NA	NA	NA	NA	NA	NA
ASV3245	Bacteria	NA	NA	NA	NA	NA	NA
ASV3246	Bacteria	NA	NA	NA	NA	NA	NA
ASV3247	Bacteria	NA	NA	NA	NA	NA	NA
ASV3248	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3249	Bacteria	NA	NA	NA	NA	NA	NA
ASV3250	Bacteria	NA	NA	NA	NA	NA	NA
ASV3251	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3252	Bacteria	NA	NA	NA	NA	NA	NA
ASV3253	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3254	Bacteria	NA	NA	NA	NA	NA	NA
ASV3255	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3256	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Criibacterium	NA
ASV3257	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3258	Bacteria	NA	NA	NA	NA	NA	NA
ASV3259	Bacteria	NA	NA	NA	NA	NA	NA
ASV3260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	thiooxidans
ASV3261	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	NA
ASV3262	Bacteria	NA	NA	NA	NA	NA	NA
ASV3263	Bacteria	NA	NA	NA	NA	NA	NA
ASV3264	Bacteria	NA	NA	NA	NA	NA	NA
ASV3265	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3266	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV3267	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV3268	Bacteria	NA	NA	NA	NA	NA	NA
ASV3269	Bacteria	NA	NA	NA	NA	NA	NA
ASV3270	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3271	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3272	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3273	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum
ASV3274	Bacteria	NA	NA	NA	NA	NA	NA
ASV3275	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3276	Bacteria	NA	NA	NA	NA	NA	NA
ASV3277	NA	NA	NA	NA	NA	NA	NA
ASV3278	Bacteria	NA	NA	NA	NA	NA	NA
ASV3279	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV3280	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV3281	NA	NA	NA	NA	NA	NA	NA
ASV3282	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3283	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV3285	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV3286	Bacteria	NA	NA	NA	NA	NA	NA
ASV3287	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3288	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3289	Bacteria	NA	NA	NA	NA	NA	NA
ASV3290	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3291	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3292	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3293	Bacteria	NA	NA	NA	NA	NA	NA
ASV3294	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3295	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3296	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV3297	Bacteria	NA	NA	NA	NA	NA	NA
ASV3298	Bacteria	NA	NA	NA	NA	NA	NA
ASV3299	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3300	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3301	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA
ASV3302	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3303	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3304	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3305	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3306	Bacteria	NA	NA	NA	NA	NA	NA
ASV3307	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3308	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3309	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3310	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3311	Bacteria	NA	NA	NA	NA	NA	NA
ASV3312	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	NA
ASV3313	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3314	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV3315	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3316	Bacteria	NA	NA	NA	NA	NA	NA
ASV3317	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV3318	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3319	Bacteria	NA	NA	NA	NA	NA	NA
ASV3320	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3321	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3322	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3323	NA	NA	NA	NA	NA	NA	NA
ASV3324	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV3325	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3326	NA	NA	NA	NA	NA	NA	NA
ASV3327	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3328	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3329	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3330	Bacteria	NA	NA	NA	NA	NA	NA
ASV3331	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV3332	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3333	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3334	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3335	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3336	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3337	Bacteria	NA	NA	NA	NA	NA	NA
ASV3338	Bacteria	NA	NA	NA	NA	NA	NA
ASV3339	Bacteria	NA	NA	NA	NA	NA	NA
ASV3340	Bacteria	NA	NA	NA	NA	NA	NA
ASV3341	Bacteria	NA	NA	NA	NA	NA	NA
ASV3342	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3343	NA	NA	NA	NA	NA	NA	NA
ASV3344	NA	NA	NA	NA	NA	NA	NA
ASV3345	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	bernardiae
ASV3346	Bacteria	NA	NA	NA	NA	NA	NA
ASV3347	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3348	NA	NA	NA	NA	NA	NA	NA
ASV3349	Bacteria	NA	NA	NA	NA	NA	NA
ASV3350	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3351	NA	NA	NA	NA	NA	NA	NA
ASV3352	Bacteria	NA	NA	NA	NA	NA	NA
ASV3353	Bacteria	NA	NA	NA	NA	NA	NA
ASV3354	Bacteria	NA	NA	NA	NA	NA	NA
ASV3355	Bacteria	NA	NA	NA	NA	NA	NA
ASV3356	Bacteria	NA	NA	NA	NA	NA	NA
ASV3357	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3358	Bacteria	NA	NA	NA	NA	NA	NA
ASV3359	Bacteria	NA	NA	NA	NA	NA	NA
ASV3360	Bacteria	NA	NA	NA	NA	NA	NA
ASV3361	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3362	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3363	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3364	Bacteria	NA	NA	NA	NA	NA	NA
ASV3365	Bacteria	NA	NA	NA	NA	NA	NA
ASV3366	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3367	Bacteria	NA	NA	NA	NA	NA	NA
ASV3368	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3369	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3370	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3371	Bacteria	NA	NA	NA	NA	NA	NA
ASV3372	Bacteria	NA	NA	NA	NA	NA	NA
ASV3373	Bacteria	NA	NA	NA	NA	NA	NA
ASV3374	Bacteria	NA	NA	NA	NA	NA	NA
ASV3375	Bacteria	NA	NA	NA	NA	NA	NA
ASV3376	Bacteria	NA	NA	NA	NA	NA	NA
ASV3377	Bacteria	NA	NA	NA	NA	NA	NA
ASV3378	NA	NA	NA	NA	NA	NA	NA
ASV3379	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3380	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3381	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3382	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3383	Bacteria	NA	NA	NA	NA	NA	NA
ASV3384	Bacteria	NA	NA	NA	NA	NA	NA
ASV3385	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3386	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3387	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3388	Bacteria	NA	NA	NA	NA	NA	NA
ASV3389	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV3390	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3391	Bacteria	NA	NA	NA	NA	NA	NA
ASV3392	Bacteria	NA	NA	NA	NA	NA	NA
ASV3393	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3394	NA	NA	NA	NA	NA	NA	NA
ASV3395	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3396	Bacteria	NA	NA	NA	NA	NA	NA
ASV3397	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3398	Bacteria	NA	NA	NA	NA	NA	NA
ASV3399	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3400	Bacteria	NA	NA	NA	NA	NA	NA
ASV3401	NA	NA	NA	NA	NA	NA	NA
ASV3402	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3403	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3404	NA	NA	NA	NA	NA	NA	NA
ASV3405	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3406	NA	NA	NA	NA	NA	NA	NA
ASV3407	Bacteria	NA	NA	NA	NA	NA	NA
ASV3408	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
ASV3410	Bacteria	NA	NA	NA	NA	NA	NA
ASV3411	NA	NA	NA	NA	NA	NA	NA
ASV3412	Bacteria	NA	NA	NA	NA	NA	NA
ASV3413	Bacteria	NA	NA	NA	NA	NA	NA
ASV3414	Bacteria	NA	NA	NA	NA	NA	NA
ASV3415	Bacteria	NA	NA	NA	NA	NA	NA
ASV3416	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3417	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3418	NA	NA	NA	NA	NA	NA	NA
ASV3419	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3420	Bacteria	NA	NA	NA	NA	NA	NA
ASV3421	Bacteria	NA	NA	NA	NA	NA	NA
ASV3422	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053	NA
ASV3423	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3424	Bacteria	NA	NA	NA	NA	NA	NA
ASV3425	NA	NA	NA	NA	NA	NA	NA
ASV3426	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3427	Bacteria	NA	NA	NA	NA	NA	NA
ASV3428	Bacteria	NA	NA	NA	NA	NA	NA
ASV3429	Bacteria	NA	NA	NA	NA	NA	NA
ASV3430	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3431	Bacteria	NA	NA	NA	NA	NA	NA
ASV3432	Bacteria	NA	NA	NA	NA	NA	NA
ASV3433	Bacteria	NA	NA	NA	NA	NA	NA
ASV3434	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3435	Bacteria	NA	NA	NA	NA	NA	NA
ASV3436	Bacteria	NA	NA	NA	NA	NA	NA
ASV3437	Bacteria	NA	NA	NA	NA	NA	NA
ASV3438	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3439	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3440	Bacteria	NA	NA	NA	NA	NA	NA
ASV3441	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3442	Bacteria	NA	NA	NA	NA	NA	NA
ASV3443	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3444	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3445	Bacteria	NA	NA	NA	NA	NA	NA
ASV3446	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3447	Bacteria	NA	NA	NA	NA	NA	NA
ASV3448	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV3449	NA	NA	NA	NA	NA	NA	NA
ASV3450	Bacteria	NA	NA	NA	NA	NA	NA
ASV3451	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV3452	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uenonis
ASV3453	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV3454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV3455	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3456	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	vaginae
ASV3457	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3458	NA	NA	NA	NA	NA	NA	NA
ASV3459	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3460	NA	NA	NA	NA	NA	NA	NA
ASV3461	NA	NA	NA	NA	NA	NA	NA
ASV3462	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	NA
ASV3463	Bacteria	NA	NA	NA	NA	NA	NA
ASV3464	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3465	Bacteria	NA	NA	NA	NA	NA	NA
ASV3466	Bacteria	NA	NA	NA	NA	NA	NA
ASV3467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3468	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV3469	Bacteria	NA	NA	NA	NA	NA	NA
ASV3470	Bacteria	NA	NA	NA	NA	NA	NA
ASV3471	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV3472	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3473	Bacteria	NA	NA	NA	NA	NA	NA
ASV3474	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3475	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	schaedleri
ASV3476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3477	Bacteria	NA	NA	NA	NA	NA	NA
ASV3478	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3479	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3480	Bacteria	NA	NA	NA	NA	NA	NA
ASV3481	Bacteria	NA	NA	NA	NA	NA	NA
ASV3482	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV3483	Bacteria	NA	NA	NA	NA	NA	NA
ASV3484	Bacteria	NA	NA	NA	NA	NA	NA
ASV3485	Bacteria	NA	NA	NA	NA	NA	NA
ASV3486	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3487	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3488	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3489	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3490	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3491	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	NA
ASV3492	Bacteria	NA	NA	NA	NA	NA	NA
ASV3493	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV3494	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA
ASV3495	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
ASV3496	Bacteria	NA	NA	NA	NA	NA	NA
ASV3497	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3498	Bacteria	NA	NA	NA	NA	NA	NA
ASV3499	Bacteria	NA	NA	NA	NA	NA	NA
ASV3500	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3501	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3502	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3503	Bacteria	NA	NA	NA	NA	NA	NA
ASV3504	Bacteria	NA	NA	NA	NA	NA	NA
ASV3505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
ASV3506	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV3507	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	graminisolvens
ASV3508	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV3509	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA
ASV3510	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3511	Bacteria	NA	NA	NA	NA	NA	NA
ASV3512	Bacteria	NA	NA	NA	NA	NA	NA
ASV3513	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV3514	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	christensenii
ASV3515	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3516	Bacteria	NA	NA	NA	NA	NA	NA
ASV3517	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3518	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3519	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3520	Bacteria	NA	NA	NA	NA	NA	NA
ASV3521	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
ASV3522	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3523	Bacteria	NA	NA	NA	NA	NA	NA
ASV3524	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3525	Bacteria	NA	NA	NA	NA	NA	NA
ASV3526	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3527	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3528	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3529	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3530	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3531	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3532	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3533	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3534	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3535	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3536	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3537	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3538	Bacteria	NA	NA	NA	NA	NA	NA
ASV3539	Bacteria	NA	NA	NA	NA	NA	NA
ASV3540	Bacteria	NA	NA	NA	NA	NA	NA
ASV3541	Bacteria	NA	NA	NA	NA	NA	NA
ASV3542	Bacteria	NA	NA	NA	NA	NA	NA
ASV3543	Bacteria	NA	NA	NA	NA	NA	NA
ASV3544	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3545	Bacteria	NA	NA	NA	NA	NA	NA
ASV3546	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3547	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3548	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV3549	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3550	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3551	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3552	Bacteria	NA	NA	NA	NA	NA	NA
ASV3553	Bacteria	NA	NA	NA	NA	NA	NA
ASV3554	Bacteria	NA	NA	NA	NA	NA	NA
ASV3555	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3556	Bacteria	NA	NA	NA	NA	NA	NA
ASV3557	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3558	Bacteria	NA	NA	NA	NA	NA	NA
ASV3559	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3560	NA	NA	NA	NA	NA	NA	NA
ASV3561	Bacteria	NA	NA	NA	NA	NA	NA
ASV3562	Bacteria	NA	NA	NA	NA	NA	NA
ASV3563	Bacteria	NA	NA	NA	NA	NA	NA
ASV3564	Bacteria	NA	NA	NA	NA	NA	NA
ASV3565	Bacteria	NA	NA	NA	NA	NA	NA
ASV3566	Bacteria	NA	NA	NA	NA	NA	NA
ASV3567	Bacteria	NA	NA	NA	NA	NA	NA
ASV3568	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3569	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV3570	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3571	Bacteria	NA	NA	NA	NA	NA	NA
ASV3572	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3573	Bacteria	NA	NA	NA	NA	NA	NA
ASV3574	Bacteria	NA	NA	NA	NA	NA	NA
ASV3575	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV3576	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
